0,1,1,0,0,1 0 0.0
0,1,1,0,0,1 1 0.0
0,1,1,0,0,1 2 0.0
0,1,1,0,0,1 3 0.0
0,1,1,0,0,1 4 0.0
0,1,1,0,0,1 5 0.0
0,1,1,0,0,1 6 0.0
0,1,1,0,0,0 0 0.0
0,1,1,0,0,0 1 0.0
0,1,1,0,0,0 2 0.0
0,1,1,0,0,0 3 0.0
0,1,1,0,0,0 4 0.0
0,1,1,0,0,0 5 0.0
0,1,1,0,0,0 6 0.0
0,0,0,0,0,1 0 0.0
0,0,0,0,0,1 1 0.0
0,0,0,0,0,1 2 0.0
0,0,0,0,0,1 3 0.0
0,0,0,0,0,1 4 0.0
0,0,0,0,0,1 5 0.0
0,0,0,0,0,1 6 0.0
0,0,0,0,0,0 0 0.875
0,0,0,0,0,0 1 0.0
0,0,0,0,0,0 2 0.9375
0,0,0,0,0,0 3 62.41982421875
0,0,0,0,0,0 4 0.0
0,0,0,0,0,0 5 0.0
0,0,0,0,0,0 6 0.0
0,0,0,0,1,1 0 0.0
0,0,0,0,1,1 1 0.0
0,0,0,0,1,1 2 0.0
0,0,0,0,1,1 3 0.0
0,0,0,0,1,1 4 0.0
0,0,0,0,1,1 5 0.0
0,0,0,0,1,1 6 0.0
0,1,0,1,1,0 0 0.0
0,1,0,1,1,0 1 0.0
0,1,0,1,1,0 2 0.0
0,1,0,1,1,0 3 0.0
0,1,0,1,1,0 4 0.0
0,1,0,1,1,0 5 0.0
0,1,0,1,1,0 6 0.0
0,0,0,0,1,0 0 0.0
0,0,0,0,1,0 1 0.0
0,0,0,0,1,0 2 0.0
0,0,0,0,1,0 3 0.0
0,0,0,0,1,0 4 0.0
0,0,0,0,1,0 5 0.0
0,0,0,0,1,0 6 0.0
0,0,0,0,2,0 0 0.0
0,0,0,0,2,0 1 0.0
0,0,0,0,2,0 2 0.0
0,0,0,0,2,0 3 0.0
0,0,0,0,2,0 4 0.0
0,0,0,0,2,0 5 0.0
0,0,0,0,2,0 6 0.0
0,0,0,0,2,1 0 0.0
0,0,0,0,2,1 1 0.0
0,0,0,0,2,1 2 0.0
0,0,0,0,2,1 3 0.0
0,0,0,0,2,1 4 0.0
0,0,0,0,2,1 5 0.0
0,0,0,0,2,1 6 0.0
0,0,1,1,2,0 0 0.0
0,0,1,1,2,0 1 0.0
0,0,1,1,2,0 2 0.0
0,0,1,1,2,0 3 0.0
0,0,1,1,2,0 4 0.0
0,0,1,1,2,0 5 0.0
0,0,1,1,2,0 6 0.0
0,0,1,1,2,1 0 0.0
0,0,1,1,2,1 1 0.0
0,0,1,1,2,1 2 0.0
0,0,1,1,2,1 3 0.0
0,0,1,1,2,1 4 0.0
0,0,1,1,2,1 5 0.0
0,0,1,1,2,1 6 0.0
0,1,0,1,1,1 0 0.0
0,1,0,1,1,1 1 0.0
0,1,0,1,1,1 2 0.0
0,1,0,1,1,1 3 0.0
0,1,0,1,1,1 4 0.0
0,1,0,1,1,1 5 0.0
0,1,0,1,1,1 6 0.0
0,0,1,1,1,1 0 0.0
0,0,1,1,1,1 1 0.0
0,0,1,1,1,1 2 0.0
0,0,1,1,1,1 3 0.0
0,0,1,1,1,1 4 0.0
0,0,1,1,1,1 5 0.0
0,0,1,1,1,1 6 0.0
0,1,1,1,0,0 0 0.0
0,1,1,1,0,0 1 0.0
0,1,1,1,0,0 2 0.0
0,1,1,1,0,0 3 0.0
0,1,1,1,0,0 4 0.0
0,1,1,1,0,0 5 0.0
0,1,1,1,0,0 6 0.0
0,1,1,1,0,1 0 0.0
0,1,1,1,0,1 1 0.0
0,1,1,1,0,1 2 0.0
0,1,1,1,0,1 3 0.0
0,1,1,1,0,1 4 0.0
0,1,1,1,0,1 5 0.0
0,1,1,1,0,1 6 0.0
0,0,1,0,1,1 0 0.0
0,0,1,0,1,1 1 0.0
0,0,1,0,1,1 2 0.0
0,0,1,0,1,1 3 0.0
0,0,1,0,1,1 4 0.0
0,0,1,0,1,1 5 0.0
0,0,1,0,1,1 6 0.0
0,0,1,0,1,0 0 0.0
0,0,1,0,1,0 1 0.0
0,0,1,0,1,0 2 0.0
0,0,1,0,1,0 3 0.0
0,0,1,0,1,0 4 0.0
0,0,1,0,1,0 5 0.0
0,0,1,0,1,0 6 0.0
0,0,1,1,1,0 0 0.0
0,0,1,1,1,0 1 0.0
0,0,1,1,1,0 2 0.0
0,0,1,1,1,0 3 0.0
0,0,1,1,1,0 4 0.0
0,0,1,1,1,0 5 0.0
0,0,1,1,1,0 6 0.0
0,0,1,1,0,0 0 0.0
0,0,1,1,0,0 1 0.0
0,0,1,1,0,0 2 0.0
0,0,1,1,0,0 3 0.0
0,0,1,1,0,0 4 0.0
0,0,1,1,0,0 5 0.0
0,0,1,1,0,0 6 0.0
0,0,1,1,0,1 1 0.875
0,0,1,1,0,1 3 0.5
0,0,1,1,0,1 4 0.0
0,0,1,1,0,1 5 -11.525
0,0,1,1,0,1 6 8.569309319091797
0,1,1,1,2,0 0 0.0
0,1,1,1,2,0 1 0.0
0,1,1,1,2,0 2 0.0
0,1,1,1,2,0 3 0.0
0,1,1,1,2,0 4 0.0
0,1,1,1,2,0 5 0.0
0,1,1,1,2,0 6 0.0
0,1,1,1,2,1 0 0.0
0,1,1,1,2,1 1 0.0
0,1,1,1,2,1 2 0.0
0,1,1,1,2,1 3 0.0
0,1,1,1,2,1 4 0.0
0,1,1,1,2,1 5 0.0
0,1,1,1,2,1 6 0.0
0,0,1,0,2,0 0 0.0
0,0,1,0,2,0 1 0.0
0,0,1,0,2,0 2 0.0
0,0,1,0,2,0 3 0.0
0,0,1,0,2,0 4 0.0
0,0,1,0,2,0 5 0.0
0,0,1,0,2,0 6 0.0
0,1,0,0,4,0 0 0.0
0,1,0,0,4,0 1 0.0
0,1,0,0,4,0 2 0.0
0,1,0,0,4,0 3 0.0
0,1,0,0,4,0 4 0.0
0,1,0,0,4,0 5 0.0
0,1,0,0,4,0 6 0.0
0,1,0,0,4,1 0 0.0
0,1,0,0,4,1 1 0.0
0,1,0,0,4,1 2 0.0
0,1,0,0,4,1 3 0.0
0,1,0,0,4,1 4 0.0
0,1,0,0,4,1 5 0.0
0,1,0,0,4,1 6 0.0
0,0,1,0,2,1 0 0.0
0,0,1,0,2,1 1 0.0
0,0,1,0,2,1 2 0.0
0,0,1,0,2,1 3 0.0
0,0,1,0,2,1 4 0.0
0,0,1,0,2,1 5 0.0
0,0,1,0,2,1 6 0.0
0,1,1,1,1,1 0 0.0
0,1,1,1,1,1 1 0.0
0,1,1,1,1,1 2 0.0
0,1,1,1,1,1 3 0.0
0,1,1,1,1,1 4 0.0
0,1,1,1,1,1 5 0.0
0,1,1,1,1,1 6 0.0
0,1,1,1,1,0 0 0.0
0,1,1,1,1,0 1 0.0
0,1,1,1,1,0 2 0.0
0,1,1,1,1,0 3 0.0
0,1,1,1,1,0 4 0.0
0,1,1,1,1,0 5 0.0
0,1,1,1,1,0 6 0.0
0,0,1,0,0,0 0 0.0
0,0,1,0,0,0 1 0.0
0,0,1,0,0,0 2 0.0
0,0,1,0,0,0 3 0.0
0,0,1,0,0,0 4 0.0
0,0,1,0,0,0 5 0.0
0,0,1,0,0,0 6 0.0
0,0,1,0,3,0 0 0.0
0,0,1,0,3,0 1 0.0
0,0,1,0,3,0 2 0.0
0,0,1,0,3,0 3 0.0
0,0,1,0,3,0 4 0.0
0,0,1,0,3,0 5 0.0
0,0,1,0,3,0 6 0.0
0,0,1,0,0,1 0 0.0
0,0,1,0,0,1 1 0.0
0,0,1,0,0,1 2 0.0
0,0,1,0,0,1 3 0.0
0,0,1,0,0,1 4 0.0
0,0,1,0,0,1 5 0.0
0,0,1,0,0,1 6 0.0
0,0,1,0,3,1 0 0.0
0,0,1,0,3,1 1 0.0
0,0,1,0,3,1 2 0.0
0,0,1,0,3,1 3 0.0
0,0,1,0,3,1 4 0.0
0,0,1,0,3,1 5 0.0
0,0,1,0,3,1 6 0.0
0,1,0,0,3,1 0 0.0
